更新时间,#genre#
newtv军事评论,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000022/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000022&livemode=1&stbId=3$订阅源-IPv6
newtv军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8$订阅源-IPv6
newtv军事评论,http://[2409:8087:74d9:21::6]:80/270000001128/9900000110/index.m3u8$订阅源-IPv6
newtv明星大片,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000016/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000016&livemode=1&stbId=3$订阅源-IPv6
newtv明星大片,http://[2409:8087:74d9:21::6]:80/270000001128/9900000116/index.m3u8$订阅源-IPv6
newtv明星大片,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000004000019008/index.m3u8?channel-id=bestzb&Contentid=1000000004000019008&livemode=1&stbId=3$订阅源-IPv6
newtv欢乐剧场,http://[2409:8087:74d9:21::6]:80/270000001128/9900000091/index.m3u8$订阅源-IPv6
newtv欢乐剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8$订阅源-IPv6
newtv欢乐剧场,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000266012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266012&livemode=1&stbId=3$订阅源-IPv6
newtv精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8$订阅源-IPv6
newtv精品萌宠,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000032328/index.m3u8?channel-id=ystenlive&Contentid=1000000006000032328&livemode=1&stbId=3$订阅源-IPv6
newtv精品萌宠,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000032328/1.m3u8?channel-id=ystenlive&Contentid=1000000006000032328&livemode=1&stbId=3$订阅源-IPv6
newtv超级综艺,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000268002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268002&livemode=1&stbId=3$订阅源-IPv6
newtv超级综艺,http://[2409:8087:74d9:21::6]:80/270000001128/9900000019/index.m3u8$订阅源-IPv6
newtv超级综艺,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000004000023658/index.m3u8?channel-id=bestzb&Contentid=1000000004000023658&livemode=1&stbId=3$订阅源-IPv6
newtv金牌综艺,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000004000026167/1.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3$订阅源-IPv6
newtv金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8$订阅源-IPv6
newtv金牌综艺,http://[2409:8087:74d9:21::6]:80/270000001128/9900000112/index.m3u8$订阅源-IPv6

海南移动IPV6,#genre#
CCTV1,http://218.24.193.146:808/rtp/232.0.0.27:1234$组播源
CCTV1,http://36.129.204.117:9003//hls/1/index.m3u8$订阅源
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-AVS-4K264$订阅源
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226733/index.m3u8$订阅源-IPv6
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233001/1.m3u8$订阅源-IPv6
CCTV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y$订阅源-IPv6
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-HD-265-8M$订阅源
CCTV2,http://218.24.193.146:808/rtp/232.0.0.135:1234$组播源
CCTV2,http://36.129.204.117:9003//hls/2/index.m3u8$订阅源
CCTV2,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-2-HD-265-8M$订阅源
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/$订阅源-IPv6
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$订阅源-IPv6
CCTV2,http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8$订阅源-IPv6
CCTV2,http://223.145.224.77:8000/udp/239.76.246.152:1234$订阅源
CCTV3,http://218.24.193.146:808/rtp/232.0.0.170:1234$组播源
CCTV3,http://36.129.204.117:9003//hls/3/index.m3u8$订阅源
CCTV3,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-3-AVS-4K264$订阅源
CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228188/index.m3u8$订阅源-IPv6
CCTV3,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000011218/1.m3u8$订阅源-IPv6
CCTV3,http://[2409:8087:74f0:22::4]:6410/270000001111/1110000303/index.m3u8?channel-id=newtv&livemode=4&Contentid=1110000303$订阅源-IPv6
CCTV3,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-3-HD-265-8M$订阅源
CCTV4,http://218.24.193.146:808/rtp/232.0.0.53:1234$组播源
CCTV4,http://218.24.193.146:808/rtp/232.0.0.59:1234$组播源
CCTV4,http://218.24.193.146:808/rtp/232.0.0.201:1234$组播源
CCTV4,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS$订阅源-IPv6
CCTV4,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?key=tvbox6_com$订阅源-IPv6
CCTV4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$订阅源-IPv6
CCTV4,http://36.129.204.117:9003//hls/4/index.m3u8$订阅源
CCTV4,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-4-HD-265-8M$订阅源
CCTV4,http://223.145.224.77:8000/udp/239.76.253.96:9000$订阅源
CCTV5,http://218.24.193.146:808/rtp/232.0.0.171:1234$组播源
CCTV5,http://36.129.204.117:9003//hls/5/index.m3u8$订阅源
CCTV5,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-5-HD-265-5M$订阅源
CCTV5,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010139/$订阅源-IPv6
CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221230976/1.m3u8$订阅源-IPv6
CCTV5,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000004794/1.m3u8$订阅源-IPv6
CCTV5,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-5-AVS-4K264$订阅源
CCTV5+,http://218.24.193.146:808/rtp/232.0.0.93:1234$组播源
CCTV5+,http://36.129.204.117:9003//hls/6/index.m3u8$订阅源
CCTV5+,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-5PLUS-HD-265-5M$订阅源
CCTV5+,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS$订阅源-IPv6
CCTV5+,http://[2409:8087:1a0a:df::4032]:80/wh7f454c46tw1559678945_883095252/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?icpid=88888888&RTS=1713968388&from=4&hms_devid=1143&online=1713968388&vqe=3$订阅源-IPv6
CCTV5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$订阅源-IPv6
CCTV5+,http://223.145.224.77:8000/udp/239.76.246.168:1234$订阅源
CCTV6,http://218.24.193.146:808/rtp/232.0.0.172:1234$组播源
CCTV6,http://36.129.204.117:9003//hls/7/index.m3u8$订阅源
CCTV6,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-6-HD-265-8M$订阅源
CCTV6,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000006/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000223$订阅源-IPv6
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$订阅源-IPv6
CCTV6,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000016466/1.m3u8$订阅源-IPv6
CCTV6,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-6-AVS-4K264$订阅源
CCTV7,http://218.24.193.146:808/rtp/232.0.0.136:1234$组播源
CCTV7,http://36.129.204.117:9003//hls/8/index.m3u8$订阅源
CCTV7,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-7-HQ$订阅源
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源-IPv6
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/index.m3u8$订阅源-IPv6
CCTV7,http://[2409:8087:1a0a:df::400f]:80/wh7f454c46tw1639845910_217588519/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$订阅源-IPv6
CCTV7,http://223.145.224.77:8000/udp/239.76.246.157:1234$订阅源
CCTV8,http://218.24.193.146:808/rtp/232.0.0.173:1234$组播源
CCTV8,http://36.129.204.117:9003//hls/9/index.m3u8$订阅源
CCTV8,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-8-HD-265-5M$订阅源
CCTV8,http://[2409:8087:74d9:21::6]:80/270000001128/9900000008/index.m3u8$订阅源-IPv6
CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228578/index.m3u8$订阅源-IPv6
CCTV8,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000376/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CCTV8,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-8-AVS-4K264$订阅源
CCTV9,http://218.24.193.146:808/rtp/232.0.0.137:1234$组播源
CCTV9,http://36.129.204.117:9003//hls/10/index.m3u8$订阅源
CCTV9,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-9-HD-265-5M$订阅源
CCTV9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$订阅源-IPv6
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8?$订阅源-IPv6
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8$订阅源-IPv6
CCTV9,http://223.145.224.77:8000/udp/239.76.246.159:1234$订阅源
CCTV10,http://218.24.193.146:808/rtp/232.0.0.138:1234$组播源
CCTV10,http://36.129.204.117:9003//hls/11/index.m3u8$订阅源
CCTV10,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-10-HQ$订阅源
CCTV10,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$订阅源-IPv6
CCTV10,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3$订阅源-IPv6
CCTV10,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000506/index.m3u8$订阅源-IPv6
CCTV10,http://223.145.224.77:8000/udp/239.76.246.160:1234$订阅源
CCTV11,http://218.24.193.146:808/rtp/232.0.0.178:1234$组播源
CCTV11,http://36.129.204.117:9003//hls/12/index.m3u8$订阅源
CCTV11,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-11-HQ$订阅源
CCTV11,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031106/1.m3u8$订阅源-IPv6
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$订阅源-IPv6
CCTV11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$订阅源-IPv6
CCTV11,http://223.145.224.77:8000/udp/239.76.245.251:1234$订阅源
CCTV12,http://218.24.193.146:808/rtp/232.0.0.139:1234$组播源
CCTV12,http://36.129.204.117:9003//hls/13/index.m3u8$订阅源
CCTV12,http://dl.wifi942.com:66/jsyd/jsyd.php?id=HD-8000k-1080P-cctv12$订阅源
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8?$订阅源-IPv6
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3$订阅源-IPv6
CCTV12,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000509$订阅源-IPv6
CCTV12,http://223.145.224.77:8000/udp/239.76.253.162:9000$订阅源
CCTV13,http://218.24.193.146:808/rtp/232.0.0.15:1234$组播源
CCTV13,http://36.129.204.117:9003//hls/14/index.m3u8$订阅源
CCTV13,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-13-HQ$订阅源
CCTV13,http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226011/index.m3u8$订阅源-IPv6
CCTV13,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000510/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000510$订阅源-IPv6
CCTV13,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS$订阅源-IPv6
CCTV13,http://223.145.224.77:8000/udp/239.76.253.93:9000$订阅源
CCTV14,http://218.24.193.146:808/rtp/232.0.0.140:1234$组播源
CCTV14,http://36.129.204.117:9003//hls/15/index.m3u8$订阅源
CCTV14,http://dl.wifi942.com:66/jsyd/jsyd.php?id=HD-8000k-1080P-cctv14$订阅源
CCTV14,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000511/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000511$订阅源-IPv6
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8?$订阅源-IPv6
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225732/2.m3u8$订阅源-IPv6
CCTV14,http://223.145.224.77:8000/udp/239.76.246.164:1234$订阅源
CCTV15,http://218.24.193.146:808/rtp/232.0.0.179:1234$组播源
CCTV15,http://36.129.204.117:9003//hls/16/index.m3u8$订阅源
CCTV15,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-15$订阅源
CCTV15,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000512/index.m3u8?$订阅源-IPv6
CCTV15,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031109/1.m3u8$订阅源-IPv6
CCTV15,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000008163/1.m3u8$订阅源-IPv6
CCTV15,http://223.145.224.77:8000/udp/239.76.245.252:1234$订阅源
CCTV16,http://218.24.193.146:808/rtp/232.0.0.182:1234$组播源
CCTV16,http://home.yulei.online:9999/rtp/226.0.2.169:9264$组播源
CCTV16,http://36.129.204.117:9003//hls/17/index.m3u8$订阅源
CCTV16,http://[2409:8087:74d9:21::6]/270000001128/9900000016/index.m3u8$订阅源-IPv6
CCTV16,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000016/index.m3u8?$订阅源-IPv6
CCTV16,http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8$订阅源-IPv6
CCTV16,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-16-CQ$订阅源
CCTV16,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-16-4K$订阅源
CCTV17,http://218.24.193.146:808/rtp/232.0.0.230:1234$组播源
CCTV17,http://36.129.204.117:9003//hls/18/index.m3u8$订阅源
CCTV17,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-17-HD$订阅源
CCTV17,http://[2409:8087:74d9:21::9]:80/270000001128/9900000513/index.m3u8$订阅源-IPv6
CCTV17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源-IPv6
CCTV17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8CCTV1$订阅源-IPv6
CCTV17,http://223.145.224.77:8000/udp/239.76.245.238:1234$订阅源
新海南,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000011/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000011&livemode=1&stbId=3$订阅源-IPv6
广东珠江,http://14.19.151.0:9900/udp/239.77.0.1:5146$订阅源
广东珠江,http://119.32.12.32:2901/udp/224.1.100.23:11111$订阅源
广东珠江,http://125.89.163.44:8888/udp/239.77.0.1:5146$订阅源
广东珠江,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011655/1.m3u8$订阅源-IPv6
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8$订阅源-IPv6
广东珠江,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$订阅源-IPv6
北京卫视,http://218.24.193.146:808/rtp/232.0.0.117:1234$组播源
北京卫视,http://36.129.204.117:9003//hls/34/index.m3u8$订阅源
北京卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_BEIJING-HD-265-8M$订阅源
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8?$订阅源-IPv6
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226450/index.m3u8$订阅源-IPv6
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/99.m3u8$订阅源-IPv6
北京卫视,http://223.145.224.77:8000/udp/239.76.246.184:1234$订阅源
湖北卫视,http://218.24.193.146:808/rtp/232.0.0.124:1234$组播源
湖北卫视,http://36.129.204.117:9003//hls/47/index.m3u8$订阅源
湖北卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_HUBEI-HD-265-8M$订阅源
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010223/1.m3u8$订阅源-IPv6
湖北卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002204/index.m3u8$订阅源-IPv6
湖北卫视,http://[2409:8087:1a0a:df::4016]:80/wh7f454c46tw2482810079_2015670374/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8$订阅源-IPv6
湖北卫视,http://223.145.224.77:8000/udp/239.76.253.193:9000$订阅源
安徽卫视,http://218.24.193.146:808/rtp/232.0.0.141:1234$组播源
安徽卫视,http://36.129.204.117:9003//hls/42/index.m3u8$订阅源
安徽卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_ANHUI-HD-265-8M$订阅源
安徽卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225737/2/index.m3u8$订阅源-IPv6
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源-IPv6
安徽卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000514/index.m3u8$订阅源-IPv6
安徽卫视,http://223.145.224.77:8000/udp/239.76.245.196:1234$订阅源
湖南卫视,http://218.24.193.146:808/rtp/232.0.0.115:1234$组播源
湖南卫视,http://36.129.204.117:9003//hls/48/index.m3u8$订阅源
湖南卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_HUNAN-HD-265-8M$订阅源
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/$订阅源-IPv6
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010224/1.m3u8$订阅源-IPv6
湖南卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226193/index.m3u8$订阅源-IPv6
湖南卫视,http://223.145.224.77:8000/udp/239.76.253.100:9000$订阅源
东方卫视,http://36.129.204.117:9003//hls/39/index.m3u8$订阅源
东方卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_DONGFANG-HD-265-8M$订阅源
东方卫视,http://223.145.224.77:8000/udp/239.76.253.186:9000$订阅源
东方卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000309/index.m3u8?IASHttpSessionId=$订阅源-IPv6
东方卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226155/index.m3u8$订阅源-IPv6
东方卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010219/$订阅源-IPv6
广东卫视,http://218.24.193.146:808/rtp/232.0.0.130:1234$组播源
广东卫视,http://36.129.204.117:9003//hls/49/index.m3u8$订阅源
广东卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_GUANGDONG-HD-265-8M$订阅源
广东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000031076/1.m3u8?channel-id=wasusyt&Contentid=6000000001000031076&livemode=1&stbId=3$订阅源-IPv6
广东卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002203/index.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/ott.mobaibox.com/PLTV/4/224/3221227476/index.m3u8$订阅源-IPv6
广东卫视,http://223.145.224.77:8000/udp/239.76.252.189:9000$订阅源
黑龙江卫视,http://218.24.193.146:808/rtp/232.0.0.95:1234$组播源
黑龙江卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_HEILONGJIANG-HD-265-8M$订阅源
黑龙江卫视,http://223.145.224.77:8000/udp/239.76.246.200:1234$订阅源
黑龙江卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000306/index.m3u8?IASHttpSessionId=$订阅源-IPv6
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/1.m3u8?$订阅源-IPv6
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/$订阅源-IPv6
黑龙江卫视,http://223.145.224.77:8000/udp/239.76.253.200:9000$订阅源
重庆卫视,http://218.24.193.146:808/rtp/232.0.0.186:1234$组播源
重庆卫视,http://36.129.204.117:9003//hls/52/index.m3u8$订阅源
重庆卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CHONGQING-CQ$订阅源
重庆卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
重庆卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000517/index.m3u8$订阅源-IPv6
重庆卫视,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$订阅源-IPv6
重庆卫视,http://223.145.224.77:8000/udp/239.76.253.92:9000$订阅源
江苏卫视,http://218.24.193.146:808/rtp/232.0.0.116:1234$组播源
江苏卫视,http://36.129.204.117:9003//hls/41/index.m3u8$订阅源
江苏卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_JIANGSU-HD-265-8M$订阅源
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010225/index.m3u8$订阅源-IPv6
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000018509/1.m3u8$订阅源-IPv6
江苏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
江苏卫视,http://223.145.224.77:8000/udp/239.76.253.181:9000$订阅源
辽宁卫视,http://218.24.193.146:808/rtp/232.0.0.126:1234$组播源
辽宁卫视,http://36.129.204.117:9003//hls/37/index.m3u8$订阅源
辽宁卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_LIAONING-HD-265-8M$订阅源
辽宁卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226209/index.m3u8$订阅源-IPv6
辽宁卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000326/index.m3u8?IASHttpSessionId=$订阅源-IPv6
辽宁卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
辽宁卫视,http://223.145.224.77:8000/udp/239.76.252.197:9000$订阅源
云南卫视,http://218.24.193.146:808/rtp/232.0.0.40:1234$组播源
云南卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_YUNNAN$订阅源
云南卫视,http://223.145.224.77:8000/udp/239.76.254.60:9000$订阅源
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8?$订阅源-IPv6
云南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
云南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000035/index.m3u8?$订阅源-IPv6
云南卫视,http://wouu.net:9977/udp/239.93.0.174:5140$订阅源
甘肃卫视,http://218.24.193.146:808/rtp/232.0.0.50:1234$组播源
甘肃卫视,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_GANSU$订阅源
甘肃卫视,http://223.145.224.77:8000/udp/239.76.246.94:1234$订阅源
甘肃卫视,http://[2409:8087:1a0a:df::4015]:80/wh7f454c46tw3287197471_1365623238/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8?icpid=88888888&RTS=1713970116&from=4&hms_devid=992&online=1713970116&vqe=3$订阅源-IPv6
甘肃卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225845/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
甘肃卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000349/index.m3u8?IASHttpSessionId=$订阅源-IPv6
甘肃卫视,http://223.145.224.77:8000/udp/239.76.253.94:9000$订阅源
东南卫视,http://218.24.193.146:808/rtp/232.0.0.74:1234$组播源
东南卫视,http://36.129.204.117:9003//hls/43/index.m3u8$订阅源
东南卫视,http://223.145.224.77:8000/udp/239.76.252.190:9000$订阅源
东南卫视,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000519/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000519$订阅源-IPv6
